method,path,code,size,latency
GET,"/doc/1749","200",5663,1412.723
GET,"/doc/1750","200",6743,1414.077
GET,"/doc/1751","200",5663,1414.184
GET,"/doc/1752","200",5663,1414.113
GET,"/doc/1753","200",5672,1414.013
GET,"/doc/1754","200",5704,1414.208
GET,"/doc/1755","200",5663,1415.793
GET,"/doc/1756","200",5663,1434.186
GET,"/doc/1757","200",5758,1434.295
GET,"/doc/1758","200",9378,1435.888
GET,"/doc/1759","200",5663,1435.559
GET,"/doc/1760","200",5663,1435.636
GET,"/doc/1761","200",5663,2782.125
PUT,"/doc/1","200",265,2786.775
PUT,"/doc/1","200",265,2786.730
PUT,"/doc/1","200",265,2766.402
GET,"/doc/1762","200",6743,4383.714
GET,"/doc/1704","404",225,1590.447
GET,"/doc/1763","200",5669,1591.749
GET,"/doc/1763","200",5669,1591.733
GET,"/doc/1764","200",6371,1592.706
GET,"/doc/1765","200",6399,1592.862
GET,"/doc/1715","404",225,1592.640
GET,"/doc/1710","200",10299,1593.142
GET,"/doc/1708","200",5669,1593.838
POST,"/doc/1766","200",166,92999.567
PUT,"/doc/18","200",265,9667.358
GET,"/doc/1714","200",5673,1596.986
GET,"/doc/1612","200",6116,23.516
GET,"/doc/1560","200",6262,23.878
GET,"/doc/3","200",1305,0.872
GET,"/doc/1710","200",10299,1228.783
GET,"/doc/1618","200",5336,3838.697
GET,"/doc/1767","200",5663,7081.589
GET,"/doc/1610","200",5336,7090.686
GET,"/doc/1707","404",225,6822.735
GET,"/doc/1768","200",6743,7090.210
PUT,"/doc/1","200",265,8690.298
PUT,"/doc/1","200",265,8690.307
PUT,"/doc/1","200",265,7091.480
GET,"/doc/1769","200",5663,7091.450
PUT,"/doc/18","200",265,13960.066
GET,"/doc/1720","200",5706,6864.301
PUT,"/doc/1","200",265,8741.877
PUT,"/doc/1","200",265,7143.733
PUT,"/doc/1","200",265,7143.056
GET,"/doc/1719","200",6743,6914.526
GET,"/doc/1383","200",10368,8219.882
GET,"/doc/1381","200",10095,8409.385
GET,"/doc/1565","200",5336,8412.233
GET,"/doc/1615","200",6197,8412.051
GET,"/doc/1770","200",5663,8411.921
GET,"/doc/1616","200",6116,8412.577
GET,"/doc/1702","200",11504,8145.085
GET,"/doc/1771","200",9428,8064.750
GET,"/doc/1710","200",10299,8216.273
GET,"/doc/1548","200",5336,8413.775
GET,"/doc/1772","200",5669,8066.887
GET,"/doc/1773","200",5672,8415.245
GET,"/doc/1549","200",6257,8415.878
GET,"/doc/1774","200",11170,8148.331
GET,"/doc/1775","200",10642,8148.710
GET,"/doc/1776","200",5663,8415.761
GET,"/doc/1777","200",5663,8416.227
GET,"/doc/1716","500",1670,8139.528
GET,"/doc/3","200",4049,0.390
GET,"/doc/3","200",4049,0.357
GET,"/doc/3","200",4049,0.393
GET,"/doc/4","200",795,0.143
GET,"/doc/4","200",795,0.084
GET,"/doc/4","200",795,0.075
GET,"/doc/572","200",9695,1187.655
GET,"/doc/1778","200",7628,2550.887
GET,"/doc/1779","200",7631,2556.110
GET,"/doc/1780","200",7675,2555.266
GET,"/doc/1781","200",7631,4372.252
GET,"/doc/1782","200",7716,5707.083
GET,"/doc/1783","200",213,5709.280
GET,"/doc/1783","200",213,5709.313
GET,"/doc/1783","200",213,5709.326
GET,"/doc/1784","200",7628,5709.101
GET,"/doc/1545","200",213,5710.399
GET,"/doc/1545","200",213,5710.496
GET,"/doc/1545","200",213,5710.510
GET,"/doc/1785","200",7961,5710.594
GET,"/doc/1786","200",13066,5710.291
GET,"/doc/1787","200",15021,5709.949
GET,"/doc/1788","200",8994,5709.970
PUT,"/doc/1","200",265,5705.953
PUT,"/doc/1","200",265,5705.653
GET,"/doc/1789","200",10432,5710.823
GET,"/doc/1790","200",10775,5710.508
GET,"/doc/1791","200",7628,5711.559
GET,"/doc/1701","404",225,5710.521
PUT,"/doc/1","200",265,5707.018
PUT,"/doc/1","200",265,5708.809
GET,"/doc/1792","200",14321,5731.333
GET,"/doc/1793","200",6743,5730.420
GET,"/doc/1794","200",5663,5730.762
GET,"/doc/1795","200",15149,5731.923
GET,"/doc/1796","200",7631,5732.263
GET,"/doc/1711","200",6743,5732.047
GET,"/doc/1797","200",14345,7069.444
GET,"/doc/1797","200",14345,7069.505
GET,"/doc/1797","200",14345,7069.517
GET,"/doc/1798","200",10577,7069.641
GET,"/doc/1799","200",7651,7069.731
GET,"/doc/1800","200",9904,7071.052
GET,"/doc/1801","200",12794,7069.920
GET,"/doc/1700","200",10130,7069.871
GET,"/doc/1802","200",7628,7071.631
GET,"/doc/1803","200",5663,7069.245
GET,"/doc/1698","200",5723,7070.970
GET,"/doc/1773","200",5663,7071.008
GET,"/doc/1804","200",5663,7071.819
GET,"/doc/1805","200",5663,7071.559
GET,"/doc/1806","200",5663,7071.890
GET,"/doc/1807","200",5663,7071.814
GET,"/doc/1808","200",5663,7108.928
GET,"/doc/1328","200",9395,7150.774
GET,"/doc/1730","200",5663,7188.818
GET,"/doc/1809","200",5663,7218.773
GET,"/doc/1810","200",5663,7218.923
GET,"/doc/1732","200",5663,8798.154
GET,"/doc/1744","200",5663,8798.830
GET,"/doc/1734","200",5663,8798.974
GET,"/doc/1811","200",5663,8799.119
GET,"/doc/1736","200",5663,8799.258
GET,"/doc/1812","200",5663,8799.251
GET,"/doc/1813","200",5663,8799.393
GET,"/doc/1737","200",5663,8799.800
GET,"/doc/1814","200",5663,8799.934
GET,"/doc/1815","200",5663,8799.725
GET,"/doc/1740","200",5663,8800.062
GET,"/doc/1816","200",13013,8800.082
GET,"/doc/1817","200",6531,8800.144
GET,"/doc/1818","200",13164,8800.438
GET,"/doc/1819","404",225,8799.097
GET,"/doc/1820","200",5663,8800.957
PUT,"/doc/1","200",265,8800.372
PUT,"/doc/1","200",265,8799.946
GET,"/doc/1821","200",6743,8839.860
GET,"/doc/1822","200",6743,8869.941
GET,"/doc/1823","200",6743,8909.990
GET,"/doc/1747","500",3118,8960.142
GET,"/doc/1824","500",1670,8960.851
GET,"/doc/1741","200",5663,10249.668
GET,"/doc/1751","200",5663,10251.825
GET,"/doc/1825","200",8049,10253.910
GET,"/doc/1826","200",5663,10251.810
GET,"/doc/1827","200",5663,10251.885
GET,"/doc/1753","200",5663,10252.422
GET,"/doc/1828","200",6743,10253.032
GET,"/doc/1829","200",5663,10253.063
GET,"/doc/1830","200",5663,10252.877
GET,"/doc/1831","200",5663,10253.758
GET,"/doc/1832","200",7650,10258.465
GET,"/doc/1833","200",13391,10258.508
GET,"/doc/3","200",4050,0.401
GET,"/doc/3","200",4050,0.374
GET,"/doc/3","200",4050,0.373
GET,"/doc/3","200",4050,0.356
GET,"/doc/3","200",4050,0.419
GET,"/doc/3","200",4050,0.407
GET,"/doc/3","200",4050,0.451
GET,"/doc/1834","200",8583,8.132
GET,"/doc/1706","404",180,7.896
GET,"/doc/1835","200",7641,7.948
GET,"/doc/1836","200",7571,7.240
GET,"/doc/1837","200",14668,7.502
GET,"/doc/1837","200",14668,7.540
GET,"/doc/1837","200",14668,7.552
GET,"/doc/1838","200",11233,7.289
GET,"/doc/1735","200",5627,7.254
GET,"/doc/1839","200",14156,7.475
GET,"/doc/1769","200",5618,7.299
GET,"/doc/1726","200",5618,7.369
GET,"/doc/1840","200",5618,7.627
GET,"/doc/1725","200",5627,7.522
GET,"/doc/1729","200",5618,7.561
GET,"/doc/1777","200",5627,7.607
GET,"/doc/1760","200",5627,7.660
GET,"/doc/1742","200",5627,7.708
GET,"/doc/1750","200",6698,7.611
GET,"/doc/1841","200",5627,7.872
GET,"/doc/1842","200",5627,7.920
GET,"/doc/1705","404",180,7.104
GET,"/doc/1426","404",180,7.116
GET,"/doc/1843","200",9151,7.421
GET,"/doc/721","200",12599,7.457
GET,"/doc/1844","200",12823,7.229
GET,"/doc/1845","200",11003,6.194
GET,"/doc/1846","200",10574,6.221
GET,"/doc/1847","200",11861,6.252
PUT,"/doc/1","200",265,7.257
GET,"/doc/1848","200",13465,1660.131
GET,"/doc/1849","200",2041,1655.216
GET,"/doc/1850","200",16763,1658.505
GET,"/doc/1844","200",12823,1654.606
GET,"/doc/1851","200",2309,1658.568
GET,"/doc/1852","200",11827,1659.417
GET,"/doc/1853","200",12815,1659.120
GET,"/doc/1854","200",12006,1655.784
GET,"/doc/1855","200",5612,1654.703
GET,"/doc/1856","200",305,1656.202
GET,"/doc/1857","200",6038,3228.776
GET,"/doc/1770","200",213,5848.296
GET,"/doc/1770","200",213,5848.618
GET,"/doc/1770","200",213,5848.650
GET,"/doc/1858","200",12787,5913.578
GET,"/doc/1859","200",6470,5950.665
GET,"/doc/1860","200",213,7381.591
GET,"/doc/1860","200",213,7381.642
GET,"/doc/1860","200",213,7381.654
GET,"/doc/1861","200",7601,7468.275
GET,"/doc/1862","200",16969,7505.540
GET,"/doc/1863","200",16897,7535.480
GET,"/doc/1864","200",7625,8987.686
GET,"/doc/1865","200",213,8993.493
GET,"/doc/1865","200",213,8993.830
GET,"/doc/1865","200",213,8993.844
GET,"/doc/1866","200",8892,9088.369
GET,"/doc/1867","200",7601,9117.980
GET,"/doc/1868","200",13258,9154.639
GET,"/doc/1869","200",10495,9165.589
GET,"/doc/1870","200",12758,9165.018
PUT,"/doc/1","200",265,9162.140
PUT,"/doc/1","200",265,9164.762
PUT,"/doc/1","200",265,9166.018
GET,"/doc/1871","500",216,10428.962
GET,"/doc/1871","500",216,10429.022
GET,"/doc/1871","500",216,10429.035
PUT,"/doc/1","200",265,10430.514
PUT,"/doc/1","200",265,10428.880
GET,"/doc/4","200",795,0.115
GET,"/doc/4","200",795,0.064
GET,"/doc/4","200",795,0.061
GET,"/doc/4","200",795,0.076
GET,"/doc/4","200",795,0.077
GET,"/doc/4","200",795,0.084
GET,"/doc/4","200",795,0.082
GET,"/doc/3","200",4051,0.409
GET,"/doc/1872","200",5612,0.768
GET,"/doc/3","200",4051,0.382
GET,"/doc/1873","200",2026,3.752
GET,"/doc/1645","200",5639,3.764
GET,"/doc/1874","200",260,4.183
GET,"/doc/1875","200",223,4.178
GET,"/doc/1876","200",15354,3.246
GET,"/doc/1876","200",15354,1.329
GET,"/doc/1877","200",15542,1.525
GET,"/doc/4","200",795,0.073
GET,"/doc/1878","200",7583,0.426
GET,"/doc/1879","200",12630,0.702
GET,"/doc/4","200",795,0.074
GET,"/doc/1880","200",10534,0.399
GET,"/doc/1881","200",11066,0.439
GET,"/doc/1882","200",6743,12.057
PUT,"/doc/1","200",265,34.864
GET,"/doc/1883","200",15755,80.215
GET,"/doc/3","200",4051,0.368
GET,"/doc/3","200",4051,0.338
GET,"/doc/1884","200",7539,98.090
GET,"/doc/4","200",795,0.073
GET,"/doc/4","200",795,0.065
GET,"/doc/1885","200",8711,99.350
GET,"/doc/1886","200",6698,116.141
GET,"/doc/1887","200",6698,130.492
GET,"/doc/1888","200",6698,136.292
GET,"/doc/3","200",4051,0.349
GET,"/doc/4","200",795,0.070
GET,"/doc/1889","200",6743,1971.583
GET,"/doc/1890","200",14768,1885.069
PUT,"/doc/1","200",265,1994.587
GET,"/doc/1890","200",14768,1905.452
GET,"/doc/1891","200",15754,1761.073
GET,"/doc/1892","200",16870,740.204
PUT,"/doc/1","200",265,2015.974
GET,"/doc/1877","200",15587,1882.325
GET,"/doc/1893","200",15808,3097.719
PUT,"/doc/1","200",267,3352.529
GET,"/doc/1894","200",14617,3092.411
GET,"/doc/1890","200",14768,3173.456
PUT,"/doc/1","200",267,3352.405
PUT,"/doc/1","200",265,3351.847
GET,"/doc/1895","200",15908,3100.670
PUT,"/doc/1","200",265,3289.381
GET,"/doc/3","200",4051,0.372
GET,"/doc/3","200",4051,0.360
GET,"/doc/4","200",795,0.077
GET,"/doc/4","200",795,0.062
GET,"/doc/1896","200",7078,17.367
GET,"/doc/1897","200",15944,17.549
GET,"/doc/3","200",4051,0.462
GET,"/doc/4","200",795,0.078
PUT,"/doc/1","200",265,1733.907
GET,"/doc/1898","200",6995,1711.367
PUT,"/doc/1","200",265,1713.657
GET,"/doc/1899","200",800,1467.975
GET,"/doc/1900","200",13775,1734.622
PUT,"/doc/1","200",265,1736.174
PUT,"/doc/1","200",265,1735.056
GET,"/doc/1901","200",6995,382.628
PUT,"/doc/1","200",267,1578.413
PUT,"/doc/1","200",265,1500.244
GET,"/doc/1902","200",14226,1293.628
GET,"/doc/1903","200",10214,645.887
PUT,"/doc/1","200",265,61.726
PUT,"/doc/1","200",267,141.159
PUT,"/doc/1","200",265,73.929
PUT,"/doc/1","200",265,28.628
PUT,"/doc/1","200",265,1460.851
PUT,"/doc/1","200",265,1502.318
PUT,"/doc/1","200",265,1483.104
GET,"/doc/1904","200",16030,1254.627
GET,"/doc/1905","200",8613,1211.593
PUT,"/doc/1","200",265,1441.859
PUT,"/doc/1","200",265,1409.232
PUT,"/doc/1","200",265,1321.547
GET,"/doc/1906","200",7601,1212.468
GET,"/doc/1907","200",802,789.418
GET,"/doc/1908","200",7686,1212.667
GET,"/doc/1909","200",7625,1212.601
GET,"/doc/1910","200",15803,902.385
GET,"/doc/1911","200",15860,902.924
GET,"/doc/1912","200",8345,902.923
GET,"/doc/1913","200",15782,903.232
PUT,"/doc/18","413",257,54149.397
PUT,"/doc/18","413",257,42791.711
PUT,"/doc/1","200",265,30.858
GET,"/doc/1914","200",268,14.983
GET,"/doc/1915","200",7601,25.286
PUT,"/doc/1","200",265,1451.233
GET,"/doc/1916","200",305,1413.480
GET,"/doc/1917","200",437,1432.718
GET,"/doc/1918","200",15785,898.981
PUT,"/doc/1","200",265,1453.867
PUT,"/doc/1","200",265,1372.204
PUT,"/doc/1","200",265,1362.949
PUT,"/doc/1","200",265,1345.093
PUT,"/doc/1","200",265,1278.950
GET,"/doc/1919","200",15638,899.841
GET,"/doc/1920","200",15887,1251.625
GET,"/doc/1921","200",15826,1251.755
PUT,"/doc/1","200",265,68.526
PUT,"/doc/1","200",265,65.805
PUT,"/doc/1","200",265,65.775
PUT,"/doc/1","200",265,29.751
PUT,"/doc/1","200",265,18.440
GET,"/doc/1922","200",15728,1297.029
PUT,"/doc/1","200",265,2.807
PUT,"/doc/1","200",265,46.470
PUT,"/doc/1","200",265,46.173
PUT,"/doc/1","200",265,46.660
PUT,"/doc/1","200",265,46.602
PUT,"/doc/1","200",265,46.503
PUT,"/doc/1","200",265,1245.768
PUT,"/doc/1","200",265,1182.778
GET,"/doc/1923","200",6995,631.669
PUT,"/doc/1","200",265,1180.236
PUT,"/doc/1","200",265,1177.716
PUT,"/doc/1","200",265,1140.523
PUT,"/doc/1","200",265,1116.127
POST,"/doc/668","200",166,132825.100
PUT,"/doc/18","413",257,132127.792
PUT,"/doc/18","413",257,131479.803
PUT,"/doc/18","413",257,131317.911
PUT,"/doc/18","413",257,124948.792
PUT,"/doc/18","413",257,124252.347
PUT,"/doc/18","413",257,123090.838
PUT,"/doc/18","413",257,115643.027
PUT,"/doc/18","413",257,115642.443
PUT,"/doc/18","413",257,115640.170
PUT,"/doc/18","413",257,115607.651
PUT,"/doc/18","413",257,114419.079
PUT,"/doc/18","413",257,114374.027
PUT,"/doc/18","413",257,113435.450
PUT,"/doc/18","413",257,112795.795
PUT,"/doc/18","413",257,112209.713
PUT,"/doc/18","413",257,106589.949
PUT,"/doc/18","413",257,105539.533
PUT,"/doc/18","413",257,105286.443
PUT,"/doc/18","413",257,103790.196
PUT,"/doc/18","413",257,103009.016
PUT,"/doc/1","200",265,289.059
GET,"/doc/1924","200",15512,13.354
PUT,"/doc/1","200",265,1446.108
PUT,"/doc/1","200",265,1413.690
PUT,"/doc/1","200",265,1387.402
PUT,"/doc/1","200",265,1343.133
PUT,"/doc/1","200",265,1283.425
PUT,"/doc/1","200",265,1149.814
GET,"/doc/1925","200",11262,2640.650
GET,"/doc/1926","200",15764,2692.648
GET,"/doc/1927","200",15829,2742.785
GET,"/doc/1928","200",15839,2761.921
GET,"/doc/1929","200",15908,2798.125
GET,"/doc/1930","200",15918,4701.757
PUT,"/doc/1","200",265,12.874
PUT,"/doc/1","200",265,12.587
PUT,"/doc/1","200",265,12.584
GET,"/doc/1931","200",13377,1414.816
GET,"/doc/1932","200",512,2958.076
GET,"/doc/1904","200",16030,3032.202
GET,"/doc/1933","200",13726,3091.570
PUT,"/doc/1","200",265,3092.813
GET,"/doc/1934","200",213,4292.195
GET,"/doc/1934","200",213,4292.729
GET,"/doc/1934","200",213,4292.746
GET,"/doc/1935","200",13666,4294.667
GET,"/doc/1936","200",10992,4293.731
GET,"/doc/1937","200",13915,4294.196
GET,"/doc/1938","200",13739,4294.682
PUT,"/doc/1","200",265,4295.439
PUT,"/doc/1","200",265,4295.382
GET,"/doc/3","200",4052,0.417
GET,"/doc/3","200",4052,0.516
GET,"/doc/4","200",795,0.096
GET,"/doc/4","200",795,0.072
PUT,"/doc/1","200",265,12.715
GET,"/doc/1939","200",15263,12.164
GET,"/doc/1940","200",15883,1581.966
PUT,"/doc/1","200",265,1583.378
PUT,"/doc/1","200",265,1583.316
GET,"/doc/1941","200",13782,1583.882
GET,"/doc/1942","200",15243,1583.359
GET,"/doc/1943","200",15875,1583.515
PUT,"/doc/1","200",265,1582.600
PUT,"/doc/1","200",265,1582.482
GET,"/doc/3","200",4052,0.381
GET,"/doc/3","200",4052,0.341
GET,"/doc/1944","200",13796,1601.981
GET,"/doc/1945","200",213,3059.981
GET,"/doc/1945","200",213,3060.042
GET,"/doc/1945","200",213,3060.055
GET,"/doc/1946","200",15954,4664.189
PUT,"/doc/1","200",265,3083.122
GET,"/doc/1947","200",15657,4739.855
GET,"/doc/1948","200",213,6244.746
GET,"/doc/1948","200",213,6247.077
GET,"/doc/1948","200",213,6247.098
PUT,"/doc/1","200",265,4662.560
GET,"/doc/1949","200",1120,6270.560
GET,"/doc/4","200",795,0.083
GET,"/doc/4","200",795,0.071
GET,"/doc/3","200",4052,0.373
GET,"/doc/4","200",795,0.075
PUT,"/doc/1","200",265,7.713
GET,"/doc/1922","200",15728,8.263
GET,"/doc/3","200",4052,0.477
GET,"/doc/4","200",795,0.081
GET,"/doc/3","200",1311,0.811
GET,"/doc/1917","200",437,1588.305
GET,"/doc/1950","200",437,1588.457
GET,"/doc/1951","200",15725,3115.940
GET,"/doc/1890","200",14768,3021.927
PUT,"/doc/1","200",265,3157.579
GET,"/doc/1890","200",14768,3200.367
PUT,"/doc/1","200",265,3207.305
GET,"/doc/1890","200",14768,3205.681
GET,"/doc/1952","200",213,4625.123
GET,"/doc/1952","200",213,4625.218
GET,"/doc/1952","200",213,4625.232
PUT,"/doc/1","200",265,4628.511
PUT,"/doc/1","200",267,4629.511
PUT,"/doc/1","200",265,4624.888
PUT,"/doc/1","200",265,4601.879
GET,"/doc/3","200",4052,0.420
GET,"/doc/3","200",4052,0.328
GET,"/doc/3","200",4052,0.318
GET,"/doc/4","200",795,0.071
GET,"/doc/4","200",795,0.067
GET,"/doc/4","200",795,0.077
GET,"/doc/1953","200",15750,1469.403
PUT,"/doc/1","200",265,1453.623
PUT,"/doc/1","200",265,1469.853
PUT,"/doc/1","200",265,1437.703
PUT,"/doc/1","200",265,1470.873
GET,"/doc/3","200",1298,0.767
GET,"/doc/1954","200",515,1637.190
PUT,"/doc/1","200",265,3109.081
PUT,"/doc/1","200",265,3073.124
PUT,"/doc/1","200",265,41.716
PUT,"/doc/1","200",265,1447.876
PUT,"/doc/1","200",265,1394.726
PUT,"/doc/1","200",265,1319.638
PUT,"/doc/1","200",265,1448.225
PUT,"/doc/1","200",265,12.399
PUT,"/doc/1","200",265,1462.107
PUT,"/doc/1","200",265,1439.526
PUT,"/doc/1","200",265,3092.477
PUT,"/doc/1","200",265,3044.486
PUT,"/doc/1","200",265,3013.748
PUT,"/doc/1","200",265,3088.858
PUT,"/doc/1","200",265,3075.562
PUT,"/doc/1","200",265,2969.099
PUT,"/doc/1","200",265,107.025
PUT,"/doc/1","200",265,107.115
PUT,"/doc/1","200",265,91.296
PUT,"/doc/1","200",265,1011.665
PUT,"/doc/1","200",265,996.693
PUT,"/doc/1","200",265,1035.916
PUT,"/doc/1","200",265,1003.721
PUT,"/doc/1","200",265,1097.767
PUT,"/doc/1","200",265,1016.861
PUT,"/doc/1","200",265,66.756
PUT,"/doc/1","200",265,85.969
PUT,"/doc/1","200",265,63.824
PUT,"/doc/1","200",265,163.199
PUT,"/doc/1","200",265,1596.776
PUT,"/doc/1","200",265,566.816
PUT,"/doc/1","200",265,1612.620
PUT,"/doc/1","200",265,667.438
GET,"/doc/1955","200",7804,375.470
PUT,"/doc/1","200",265,62.060
GET,"/doc/1947","200",15657,21.709
GET,"/doc/1953","200",15750,551.056
GET,"/doc/1952","200",15778,921.881
PUT,"/doc/1","200",265,489.165
PUT,"/doc/1","200",265,11.390
GET,"/doc/3","200",4052,0.444
GET,"/doc/4","200",795,0.079
GET,"/doc/3","200",4052,0.350
GET,"/doc/4","200",795,0.075
GET,"/doc/1956","200",14494,634.057
PUT,"/doc/1","200",265,607.759
GET,"/doc/1957","200",15741,325.898
GET,"/doc/1958","200",717,1108.280
PUT,"/doc/1","200",267,1212.565
PUT,"/doc/1","200",267,1145.205
PUT,"/doc/1","200",265,863.365
PUT,"/doc/1","200",265,521.753
PUT,"/doc/1","200",265,505.305
PUT,"/doc/1","200",265,70.179
GET,"/doc/3","200",4052,0.388
GET,"/doc/4","200",795,0.075
PUT,"/doc/1","200",265,1126.138
PUT,"/doc/1","200",265,1239.472
PUT,"/doc/1","200",265,1226.919
PUT,"/doc/1","200",265,804.804
PUT,"/doc/1","200",267,521.173
PUT,"/doc/1","200",265,144.487
PUT,"/doc/1","200",265,145.143
GET,"/doc/3","200",4052,0.374
GET,"/doc/4","200",795,0.079
PUT,"/doc/1","200",265,81.148
GET,"/doc/3","200",4052,0.342
GET,"/doc/4","200",795,0.071
GET,"/doc/1956","200",14494,18.539
GET,"/doc/3","200",4052,0.387
GET,"/doc/4","200",795,0.081
PUT,"/doc/1","200",265,8.131
PUT,"/doc/1","200",265,369.688
PUT,"/doc/1","200",267,87.022
PUT,"/doc/1","200",265,84.862
PUT,"/doc/1","200",265,132.847
GET,"/doc/1959","404",59,0.067
GET,"/doc/1959","404",59,0.058
PUT,"/doc/1","200",265,177.401
PUT,"/doc/1","200",265,1002.898
PUT,"/doc/1","200",265,246.387
PUT,"/doc/1","200",265,6.121
PUT,"/doc/1","200",265,45.579
GET,"/doc/3","200",4052,0.426
GET,"/doc/4","200",795,0.075
GET,"/doc/3","200",4052,0.479
GET,"/doc/4","200",795,0.079
PUT,"/doc/1","200",265,607.423
PUT,"/doc/1","200",265,406.284
PUT,"/doc/1","200",265,345.641
GET,"/doc/1956","200",14494,65.564
POST,"/doc/668","200",166,140312.655
PUT,"/doc/18","413",257,139680.376
PUT,"/doc/18","413",257,138608.707
PUT,"/doc/18","413",257,138149.159
PUT,"/doc/18","413",257,136816.786
PUT,"/doc/18","413",257,128971.835
PUT,"/doc/18","413",257,128972.127
PUT,"/doc/18","413",257,127781.992
PUT,"/doc/18","413",257,126722.444
PUT,"/doc/18","413",257,118713.972
PUT,"/doc/18","413",257,118712.206
PUT,"/doc/18","413",257,118711.227
PUT,"/doc/18","413",257,118711.267
PUT,"/doc/18","413",257,117702.198
PUT,"/doc/18","413",257,112200.648
PUT,"/doc/18","413",257,111461.094
PUT,"/doc/18","413",257,110943.036
PUT,"/doc/18","413",257,109675.301
GET,"/doc/3","200",4052,0.475
GET,"/doc/4","200",795,0.083
PUT,"/doc/1","200",265,871.707
PUT,"/doc/1","200",265,1198.048
PUT,"/doc/1","200",265,563.829
PUT,"/doc/1","200",265,1265.021
PUT,"/doc/1","200",265,258.101
PUT,"/doc/1","200",265,23.957
PUT,"/doc/1","200",265,1380.163
PUT,"/doc/1","200",265,1347.466
PUT,"/doc/1","200",265,726.953
PUT,"/doc/1","200",265,9.512
PUT,"/doc/1","200",265,96.387
PUT,"/doc/1","200",265,72.284
PUT,"/doc/1","200",265,94.554
PUT,"/doc/38","200",267,1034.944
PUT,"/doc/1","200",265,960.321
PUT,"/doc/38","200",265,1691.860
PUT,"/doc/1","200",265,1292.779
PUT,"/doc/38","200",267,5329.218
PUT,"/doc/38","200",267,5092.040
PUT,"/doc/1","200",265,197.289
PUT,"/doc/38","200",267,6258.339
PUT,"/doc/1","200",265,6121.818
PUT,"/doc/1","200",265,6081.931
PUT,"/doc/38","200",267,5780.347
GET,"/doc/1960","200",3900,722.988
PUT,"/doc/38","200",267,5473.694
PUT,"/doc/1","200",265,5253.587
PUT,"/doc/1","200",265,4629.373
GET,"/doc/1961","200",3859,836.429
PUT,"/doc/38","200",265,1557.256
PUT,"/doc/38","200",267,2942.635
PUT,"/doc/1","200",265,1701.187
PUT,"/doc/1","200",265,1593.796
PUT,"/doc/38","200",265,968.430
PUT,"/doc/38","200",267,3124.038
PUT,"/doc/38","200",265,2961.184
PUT,"/doc/38","200",267,8868.689
PUT,"/doc/1","200",265,8416.488
PUT,"/doc/38","200",265,6150.950
PUT,"/doc/38","200",265,1460.268
PUT,"/doc/38","200",265,2682.782
PUT,"/doc/1","200",265,2656.359
GET,"/doc/3","200",4052,0.500
GET,"/doc/4","200",795,0.084
GET,"/doc/3","200",4052,0.491
GET,"/doc/4","200",795,0.082
GET,"/doc/1956","200",14494,1050.704
PUT,"/doc/38","200",267,1262.085
PUT,"/doc/1","200",265,6647.533
GET,"/doc/3","200",4052,0.377
GET,"/doc/4","200",795,0.083
GET,"/doc/3","200",4052,0.447
GET,"/doc/4","200",795,0.076
GET,"/doc/3","200",4052,0.359
GET,"/doc/4","200",795,0.071
PUT,"/doc/38","200",269,13666.167
PUT,"/doc/1","200",265,12516.731
PUT,"/doc/38","200",269,12077.951
PUT,"/doc/1","200",265,11855.598
PUT,"/doc/1","200",265,11661.650
PUT,"/doc/1","200",265,10330.236
GET,"/doc/1956","200",14494,2194.581
PUT,"/doc/1","200",265,3269.046
GET,"/doc/3","200",4052,0.387
GET,"/doc/4","200",795,0.078
GET,"/doc/3","200",4052,0.475
GET,"/doc/4","200",795,0.081
PUT,"/doc/38","200",265,10265.318
PUT,"/doc/1","200",265,1261.421
PUT,"/doc/1","200",265,7428.854
PUT,"/doc/1","200",265,4858.677
PUT,"/doc/1","200",265,4136.647
PUT,"/doc/1","200",265,3947.032
PUT,"/doc/1","200",265,2597.576
GET,"/doc/3","200",4052,0.402
GET,"/doc/4","200",795,0.074
GET,"/doc/1956","200",14494,18.699
GET,"/doc/3","200",4052,0.348
GET,"/doc/4","200",795,0.068
PUT,"/doc/1","200",265,1632.801
PUT,"/doc/1","200",265,1513.475
PUT,"/doc/1","200",265,113.380
PUT,"/doc/1","200",265,1211.714
PUT,"/doc/1","200",265,1146.788
PUT,"/doc/1","200",265,3040.336
PUT,"/doc/1","200",265,2991.975
GET,"/doc/3","200",1311,0.799
PUT,"/doc/1","200",265,1195.274
PUT,"/doc/1","200",265,7068.288
PUT,"/doc/1","200",265,7039.838
PUT,"/doc/1","200",265,363.437
GET,"/doc/3","200",1314,0.806
PUT,"/doc/1","200",265,710.224
GET,"/doc/1962","200",4337,658.313
GET,"/doc/1963","200",16400,659.019
GET,"/doc/1964","200",4372,665.868
GET,"/doc/1965","200",2422,609.934
GET,"/doc/1111","200",16400,16.285
GET,"/doc/1966","200",4589,2154.248
PUT,"/doc/1","200",265,2601.036
GET,"/doc/1967","200",10271,2139.727
GET,"/doc/1110","200",16407,2128.054
GET,"/doc/1968","200",16365,2168.175
GET,"/doc/651","200",15862,1308.562
PUT,"/doc/1","200",265,1309.569
GET,"/doc/1969","200",16682,6.706
GET,"/doc/1970","200",8892,7.069
GET,"/doc/1971","200",8085,6.858
GET,"/doc/1972","200",7601,59.746
GET,"/doc/1973","200",7601,61.503
