method,path,code,size,latency
GET,"/doc/731","200",8012,0.414
GET,"/doc/339","200",8098,0.440
GET,"/doc/340","200",13859,0.658
GET,"/doc/732","200",16051,0.724
GET,"/doc/733","200",7652,0.504
GET,"/doc/734","200",9071,0.524
GET,"/doc/735","200",8114,0.527
GET,"/doc/359","200",7652,0.560
GET,"/doc/736","200",10426,0.405
GET,"/doc/368","200",13962,0.611
GET,"/doc/369","200",14315,0.607
GET,"/doc/737","200",10868,0.404
GET,"/doc/738","200",10868,0.392
GET,"/doc/739","200",10466,0.392
GET,"/doc/740","200",11672,0.368
GET,"/doc/350","200",7682,0.360
GET,"/doc/351","200",7726,0.411
GET,"/doc/741","200",9659,0.417
GET,"/doc/742","200",8430,0.526
GET,"/doc/743","200",14944,0.631
GET,"/doc/365","200",11210,0.345
GET,"/doc/744","200",10540,0.463
GET,"/doc/745","200",15915,1539.692
GET,"/doc/746","200",15734,1517.613
GET,"/doc/747","200",208,10.081
GET,"/doc/499","200",9320,0.712
GET,"/doc/580","200",9575,0.721
GET,"/doc/500","200",9457,0.745
PUT,"/doc/1","200",265,7379.018
PUT,"/doc/1","200",265,7259.863
PUT,"/doc/1","200",265,3447.638
PUT,"/doc/1","200",265,110.949
PUT,"/doc/1","200",265,16393.689
PUT,"/doc/1","200",265,16281.754
PUT,"/doc/1","200",265,15917.892
POST,"/doc/748","200",166,27115.649
PUT,"/doc/18","413",257,18159.246
GET,"/doc/3","200",4048,0.425
GET,"/doc/4","200",795,0.079
GET,"/doc/3","200",4048,0.381
GET,"/doc/4","200",795,0.084
GET,"/doc/718","200",15464,0.725
PUT,"/doc/18","413",257,28737.845
PUT,"/doc/18","413",257,28739.239
PUT,"/doc/1","200",265,24410.268
PUT,"/doc/1","200",265,24168.981
PUT,"/doc/1","200",265,21229.351
PUT,"/doc/18","413",257,29254.945
PUT,"/doc/1","200",265,15424.137
PUT,"/doc/1","200",265,15154.095
PUT,"/doc/1","200",265,12118.726
PUT,"/doc/1","200",265,9871.353
PUT,"/doc/1","200",265,6046.854
PUT,"/doc/18","200",267,11222.587
PUT,"/doc/18","200",267,10817.412
GET,"/doc/3","200",4048,0.352
GET,"/doc/4","200",795,0.069
GET,"/doc/3","200",4048,0.612
GET,"/doc/4","200",795,0.120
GET,"/doc/3","200",4048,0.453
GET,"/doc/4","200",795,0.086
GET,"/doc/718","200",15464,0.748
GET,"/doc/3","200",4048,0.488
GET,"/doc/4","200",795,0.078
PUT,"/doc/1","200",265,5821.170
PUT,"/doc/1","200",265,183.981
GET,"/doc/3","200",4048,0.448
GET,"/doc/4","200",795,0.076
GET,"/doc/3","200",4048,0.357
GET,"/doc/4","200",795,0.071
GET,"/doc/718","200",15464,0.706
GET,"/doc/3","200",4048,0.478
GET,"/doc/4","200",795,0.084
GET,"/doc/499","200",9320,0.647
GET,"/doc/378","200",9361,0.631
PUT,"/doc/1","200",265,3787.437
PUT,"/doc/1","200",265,3867.488
PUT,"/doc/1","200",265,1633.660
PUT,"/doc/18","413",257,19989.220
PUT,"/doc/1","200",265,12893.855
PUT,"/doc/1","200",265,12880.723
PUT,"/doc/1","200",265,12846.645
PUT,"/doc/1","200",265,3710.399
PUT,"/doc/18","413",257,12092.896
PUT,"/doc/18","413",257,10979.393
PUT,"/doc/1","200",265,10660.468
PUT,"/doc/1","200",265,9867.709
PUT,"/doc/1","200",265,6553.332
PUT,"/doc/1","200",265,818.920
PUT,"/doc/18","200",265,1910.835
POST,"/doc/749","200",166,38702.246
PUT,"/doc/18","200",267,1965.613
PUT,"/doc/18","413",257,38597.080
PUT,"/doc/18","413",257,38538.866
PUT,"/doc/18","200",267,2319.406
PUT,"/doc/18","200",265,1754.389
PUT,"/doc/1","200",265,59.342
PUT,"/doc/1","200",265,87.910
PUT,"/doc/1","200",265,263.427
PUT,"/doc/1","200",265,319.025
PUT,"/doc/1","200",265,282.177
PUT,"/doc/1","200",265,205.968
PUT,"/doc/1","200",265,75.729
GET,"/doc/3","200",1318,0.779
PUT,"/doc/1","200",265,853.752
PUT,"/doc/1","200",265,130.621
PUT,"/doc/1","200",265,1040.898
PUT,"/doc/1","200",265,1039.594
PUT,"/doc/1","200",265,886.950
PUT,"/doc/1","200",265,688.859
PUT,"/doc/1","200",265,549.809
PUT,"/doc/1","200",265,587.554
PUT,"/doc/1","200",265,430.636
PUT,"/doc/1","200",265,319.001
PUT,"/doc/1","200",265,251.912
PUT,"/doc/1","200",265,278.190
PUT,"/doc/1","200",265,218.721
PUT,"/doc/1","200",265,68.764
PUT,"/doc/1","200",267,717.229
PUT,"/doc/1","200",265,626.984
PUT,"/doc/1","200",265,118.484
PUT,"/doc/1","200",265,185.683
PUT,"/doc/1","200",265,2102.443
PUT,"/doc/18","413",257,15490.513
PUT,"/doc/1","200",265,2101.988
PUT,"/doc/1","200",265,2078.880
PUT,"/doc/1","200",265,2026.992
PUT,"/doc/1","200",265,1896.483
PUT,"/doc/1","200",265,1850.349
PUT,"/doc/1","200",265,88.244
PUT,"/doc/1","200",265,130.263
PUT,"/doc/1","200",265,188.833
PUT,"/doc/1","200",265,255.348
GET,"/doc/3","200",1323,0.722
PUT,"/doc/1","200",265,297.681
PUT,"/doc/1","200",265,251.859
PUT,"/doc/1","200",265,117.381
PUT,"/doc/1","200",265,447.930
PUT,"/doc/1","200",265,479.022
PUT,"/doc/1","200",265,69.020
PUT,"/doc/1","200",265,601.609
PUT,"/doc/1","200",265,560.598
PUT,"/doc/1","200",265,562.685
PUT,"/doc/1","200",265,511.498
PUT,"/doc/1","200",265,412.819
PUT,"/doc/1","200",265,178.001
GET,"/doc/580","200",9575,0.609
GET,"/doc/530","200",9412,0.627
GET,"/doc/378","200",9361,0.642
PUT,"/doc/1","200",265,55.090
PUT,"/doc/1","200",265,35.114
PUT,"/doc/1","200",265,101.332
PUT,"/doc/1","200",265,97.913
GET,"/doc/580","200",9575,0.564
GET,"/doc/377","200",9475,0.621
GET,"/doc/378","200",9361,0.642
GET,"/doc/750","200",5757,0.391
GET,"/doc/751","200",7317,0.309
GET,"/doc/254","200",9322,0.473
GET,"/doc/752","200",8654,35.090
GET,"/doc/753","200",4652,0.400
GET,"/doc/499","200",9320,0.542
GET,"/doc/530","200",9412,0.663
GET,"/doc/378","200",9361,0.493
GET,"/doc/754","200",4659,0.324
GET,"/doc/755","200",4801,0.445
GET,"/doc/248","200",5498,0.325
GET,"/doc/259","200",4652,0.312
GET,"/doc/756","200",4652,917.711
GET,"/doc/757","200",10550,0.664
GET,"/doc/758","200",5546,15.780
PUT,"/doc/1","200",265,16.189
PUT,"/doc/1","200",265,1686.278
PUT,"/doc/1","200",265,106.387
GET,"/doc/264","200",5071,0.456
PUT,"/doc/1","200",265,6.340
GET,"/doc/261","200",5546,0.312
POST,"/doc/759","200",166,48934.142
PUT,"/doc/18","413",257,48758.299
PUT,"/doc/18","413",257,30394.597
GET,"/doc/760","200",5546,0.365
GET,"/doc/761","200",5546,36.120
GET,"/doc/762","200",5546,74.392
GET,"/doc/763","200",5546,0.323
GET,"/doc/266","200",5546,0.329
GET,"/doc/268","200",5546,1.656
GET,"/doc/269","404",180,0.301
PUT,"/doc/1","200",265,230.209
GET,"/doc/499","200",9323,0.694
GET,"/doc/580","200",9575,0.678
GET,"/doc/377","200",9475,0.699
GET,"/doc/530","200",9412,0.686
GET,"/doc/378","200",9361,0.703
GET,"/doc/764","200",5546,0.249
GET,"/doc/765","200",2020,0.258
GET,"/doc/766","200",2036,0.256
GET,"/doc/767","200",2035,0.262
GET,"/doc/270","200",5546,0.227
GET,"/doc/273","404",180,0.230
GET,"/doc/274","200",5546,0.279
GET,"/doc/768","200",5546,0.251
GET,"/doc/769","200",5546,0.260
GET,"/doc/770","200",5546,0.250
GET,"/doc/276","200",5546,0.261
GET,"/doc/771","200",5546,0.277
GET,"/doc/772","200",5546,0.323
GET,"/doc/773","200",5546,0.344
GET,"/doc/278","200",5546,0.236
GET,"/doc/774","200",7036,0.336
GET,"/doc/282","200",5546,0.233
GET,"/doc/377","200",9475,0.575
GET,"/doc/530","200",9412,0.576
GET,"/doc/283","200",5546,0.278
GET,"/doc/775","200",7632,17.678
GET,"/doc/776","200",10101,0.625
GET,"/doc/777","200",4673,0.381
GET,"/doc/292","200",4655,0.328
GET,"/doc/778","200",4832,283.859
GET,"/doc/293","404",59,0.071
GET,"/doc/779","200",4659,380.619
GET,"/doc/294","200",4652,0.311
GET,"/doc/296","200",4975,0.315
GET,"/doc/780","200",5546,1015.203
GET,"/doc/781","200",4653,65.595
GET,"/doc/782","200",5249,0.467
GET,"/doc/783","200",5248,13.686
PUT,"/doc/1","200",265,88.153
GET,"/doc/784","200",5248,0.329
PUT,"/doc/1","200",265,73.779
GET,"/doc/300","200",5250,0.303
GET,"/doc/785","200",5272,37.854
PUT,"/doc/1","200",265,85.484
GET,"/doc/377","200",9475,0.559
GET,"/doc/580","200",9575,0.734
GET,"/doc/530","200",9412,0.558
GET,"/doc/378","200",9361,0.549
GET,"/doc/499","200",9323,0.715
GET,"/doc/378","200",9361,0.650
PUT,"/doc/1","200",265,3622.668
GET,"/doc/3","200",4048,0.409
GET,"/doc/4","200",795,0.091
GET,"/doc/3","200",4048,0.374
GET,"/doc/4","200",795,0.082
GET,"/doc/786","200",15204,0.701
GET,"/doc/3","200",4048,0.381
GET,"/doc/4","200",795,0.070
GET,"/doc/377","200",9475,0.577
GET,"/doc/530","200",9412,0.568
GET,"/doc/500","200",9457,0.608
GET,"/doc/787","200",1355,0.229
GET,"/doc/788","200",2241,0.260
GET,"/doc/789","200",2260,0.278
GET,"/doc/790","200",2188,0.251
GET,"/doc/791","200",1297,0.228
GET,"/doc/792","200",1123,0.197
GET,"/doc/793","200",2391,0.243
GET,"/doc/3","200",4048,0.369
GET,"/doc/4","200",795,0.078
GET,"/doc/499","200",9323,0.566
GET,"/doc/500","200",9457,0.502
GET,"/doc/794","200",1297,0.174
GET,"/doc/530","200",9412,0.478
GET,"/doc/378","200",9361,0.517
GET,"/doc/795","200",2316,0.233
GET,"/doc/796","200",1123,0.217
GET,"/doc/797","200",1123,0.194
GET,"/doc/798","200",1297,0.167
GET,"/doc/799","200",1297,0.215
GET,"/doc/800","200",2243,0.242
GET,"/doc/801","200",1297,0.166
GET,"/doc/3","200",4048,0.348
GET,"/doc/802","200",1125,0.227
GET,"/doc/4","200",795,0.064
GET,"/doc/786","200",15204,0.627
GET,"/doc/803","200",2188,0.232
GET,"/doc/804","200",1123,0.253
GET,"/doc/805","200",1123,0.232
GET,"/doc/806","200",1181,0.261
GET,"/doc/807","200",2146,0.257
GET,"/doc/808","200",2142,0.249
GET,"/doc/809","200",2173,0.229
GET,"/doc/810","200",1297,0.179
GET,"/doc/811","200",2173,0.246
GET,"/doc/812","200",2179,0.242
GET,"/doc/813","200",2166,0.367
GET,"/doc/814","200",2158,0.399
GET,"/doc/815","200",2071,0.403
GET,"/doc/816","200",2181,0.433
GET,"/doc/817","200",2167,0.358
GET,"/doc/818","200",2171,0.381
GET,"/doc/819","200",2166,0.419
GET,"/doc/820","200",2170,0.461
GET,"/doc/821","200",2175,0.510
GET,"/doc/822","200",2101,0.225
GET,"/doc/3","200",4048,0.356
GET,"/doc/4","200",795,0.067
GET,"/doc/823","200",2184,0.247
GET,"/doc/824","200",2127,0.268
GET,"/doc/499","200",9323,2.127
GET,"/doc/530","200",9415,1.949
PUT,"/doc/1","200",265,3380.406
PUT,"/doc/1","200",267,4056.930
PUT,"/doc/1","200",265,3863.459
GET,"/doc/3","200",4048,0.402
GET,"/doc/4","200",795,0.075
GET,"/doc/3","200",4048,0.357
GET,"/doc/4","200",795,0.072
GET,"/doc/378","200",9361,0.549
GET,"/doc/825","200",5014,0.329
GET,"/doc/786","200",15249,943.505
GET,"/doc/826","200",1168,788.578
GET,"/doc/827","200",1168,655.469
POST,"/doc/668","200",166,60915.491
GET,"/doc/828","200",5542,1040.238
PUT,"/doc/1","200",265,6879.584
PUT,"/doc/1","200",265,6853.062
PUT,"/doc/1","200",265,6714.315
PUT,"/doc/1","200",265,3157.261
PUT,"/doc/1","200",265,3130.385
PUT,"/doc/18","413",257,57107.712
PUT,"/doc/18","413",257,56761.574
PUT,"/doc/18","413",257,56714.955
PUT,"/doc/1","200",267,2919.064
PUT,"/doc/18","413",257,56258.160
PUT,"/doc/18","413",257,56117.483
GET,"/doc/500","200",9502,823.477
GET,"/doc/829","200",5905,921.471
GET,"/doc/801","200",1342,855.033
GET,"/doc/377","200",9520,983.572
GET,"/doc/830","200",1182,714.148
GET,"/doc/831","200",1168,764.357
GET,"/doc/580","200",9620,1173.770
PUT,"/doc/18","413",257,47692.185
PUT,"/doc/18","413",257,47233.935
GET,"/doc/3","200",4048,0.413
GET,"/doc/798","200",1297,0.543
GET,"/doc/797","200",1168,2114.357
GET,"/doc/810","200",1342,2115.761
GET,"/doc/4","200",795,0.104
GET,"/doc/832","200",3868,70.520
PUT,"/doc/1","200",265,2187.371
PUT,"/doc/1","200",265,2187.389
PUT,"/doc/1","200",265,2187.097
PUT,"/doc/1","200",267,2188.639
PUT,"/doc/1","200",265,2188.515
GET,"/doc/796","200",1168,2266.605
GET,"/doc/804","200",1168,2366.884
GET,"/doc/799","200",1342,289.975
GET,"/doc/833","200",1168,460.182
GET,"/doc/834","200",2213,499.952
GET,"/doc/788","200",2286,57.766
GET,"/doc/835","200",2209,58.577
GET,"/doc/836","200",1847,59.178
PUT,"/doc/1","200",265,2692.370
PUT,"/doc/1","200",265,77.656
PUT,"/doc/1","200",265,80.222
PUT,"/doc/1","200",267,99.319
PUT,"/doc/1","200",265,101.710
PUT,"/doc/1","200",265,105.120
PUT,"/doc/1","200",265,32.884
PUT,"/doc/1","200",265,32.321
PUT,"/doc/1","200",265,31.606
PUT,"/doc/1","200",265,8.230
GET,"/doc/837","200",2214,59.396
PUT,"/doc/1","200",265,9.883
PUT,"/doc/1","200",265,6.397
GET,"/doc/838","200",1342,2178.925
GET,"/doc/839","200",1342,2179.273
PUT,"/doc/1","200",265,2187.414
GET,"/doc/840","200",1800,2224.187
GET,"/doc/841","200",2195,2340.706
GET,"/doc/813","200",2211,2448.070
PUT,"/doc/1","200",265,107.200
GET,"/doc/817","200",2212,2487.636
GET,"/doc/842","200",2215,2527.839
GET,"/doc/843","200",2208,2567.537
GET,"/doc/844","200",2293,2647.223
GET,"/doc/821","200",2220,2697.774
GET,"/doc/823","200",2229,2698.014
GET,"/doc/845","200",2199,4664.217
GET,"/doc/846","200",2190,4717.690
GET,"/doc/847","200",2281,4776.958
GET,"/doc/848","200",2221,4827.933
PUT,"/doc/1","200",265,2486.505
PUT,"/doc/1","200",265,2486.442
PUT,"/doc/1","200",265,2486.733
PUT,"/doc/1","200",265,2486.590
GET,"/doc/795","200",2361,1850.618
PUT,"/doc/1","200",265,4342.011
GET,"/doc/815","200",2191,1851.154
PUT,"/doc/1","200",265,1852.845
PUT,"/doc/1","200",265,199.085
PUT,"/doc/1","200",265,2153.727
PUT,"/doc/1","200",265,2203.305
PUT,"/doc/1","200",265,419.314
PUT,"/doc/1","200",265,380.789
GET,"/doc/849","200",2068,1886.119
PUT,"/doc/1","200",265,2227.231
PUT,"/doc/1","200",265,2060.153
PUT,"/doc/1","200",265,1976.697
PUT,"/doc/1","200",265,1867.811
PUT,"/doc/1","200",265,1852.656
PUT,"/doc/1","200",265,5.876
PUT,"/doc/1","200",265,198.585
PUT,"/doc/1","200",265,264.809
PUT,"/doc/1","200",265,263.326
PUT,"/doc/1","200",265,277.692
PUT,"/doc/1","200",265,277.402
PUT,"/doc/1","200",265,1778.824
PUT,"/doc/1","200",265,1341.900
GET,"/doc/850","200",13173,27.918
GET,"/doc/851","200",12919,28.059
PUT,"/doc/1","200",265,859.984
PUT,"/doc/1","200",265,341.244
PUT,"/doc/1","200",265,1517.629
PUT,"/doc/1","200",265,48.851
GET,"/doc/852","200",5339,1198.657
PUT,"/doc/1","200",265,1350.542
PUT,"/doc/1","200",265,15.032
PUT,"/doc/1","200",265,1422.134
PUT,"/doc/1","200",265,263.307
PUT,"/doc/1","200",265,1094.973
PUT,"/doc/1","200",265,1408.075
PUT,"/doc/1","200",265,751.576
PUT,"/doc/1","200",267,106.326
PUT,"/doc/1","200",265,124.374
PUT,"/doc/1","200",265,1205.118
PUT,"/doc/1","200",265,636.147
GET,"/doc/3","200",4048,0.518
GET,"/doc/4","200",795,0.082
GET,"/doc/3","200",4048,0.409
GET,"/doc/4","200",795,0.077
PUT,"/doc/1","200",265,126.276
PUT,"/doc/1","200",265,976.965
GET,"/doc/786","200",15249,886.392
GET,"/doc/3","200",4048,0.404
GET,"/doc/4","200",795,0.095
GET,"/doc/3","200",4048,0.455
GET,"/doc/4","200",795,0.087
GET,"/doc/3","200",4048,0.353
GET,"/doc/4","200",795,0.075
GET,"/doc/786","200",15249,606.150
PUT,"/doc/1","200",265,743.341
PUT,"/doc/1","200",265,36.668
POST,"/doc/668","200",166,65505.077
PUT,"/doc/18","413",257,64648.964
PUT,"/doc/18","413",257,63869.018
PUT,"/doc/18","413",257,63814.834
PUT,"/doc/18","413",257,55938.415
PUT,"/doc/18","413",257,55642.061
GET,"/doc/3","200",4048,0.381
GET,"/doc/4","200",795,0.072
GET,"/doc/853","404",225,5.187
GET,"/doc/854","404",225,5.065
PUT,"/doc/1","200",265,509.356
PUT,"/doc/1","200",265,1193.100
GET,"/doc/855","200",6390,570.812
GET,"/doc/856","200",6134,564.210
GET,"/doc/857","200",5669,586.789
GET,"/doc/445","200",10298,159.861
GET,"/doc/445","200",10298,361.953
GET,"/doc/858","200",5669,564.733
GET,"/doc/859","200",6743,1473.283
GET,"/doc/860","200",10634,1482.260
GET,"/doc/3","200",4048,0.448
GET,"/doc/4","200",795,0.136
GET,"/doc/861","404",225,9.624
GET,"/doc/860","200",10634,16.027
GET,"/doc/862","200",5663,15.253
GET,"/doc/863","200",5663,15.207
GET,"/doc/864","200",6743,16.133
GET,"/doc/3","200",4048,0.365
GET,"/doc/4","200",795,0.074
GET,"/doc/865","200",12796,1844.216
GET,"/doc/866","200",5663,1843.279
PUT,"/doc/1","200",265,1841.417
GET,"/doc/867","200",6743,1844.809
GET,"/doc/868","200",5663,1844.223
GET,"/doc/869","200",5816,1845.982
GET,"/doc/870","200",5758,3192.156
GET,"/doc/871","200",6743,3193.430
PUT,"/doc/1","200",265,3190.393
GET,"/doc/872","200",5704,3193.024
GET,"/doc/873","200",6743,3194.194
GET,"/doc/874","200",5663,3194.736
GET,"/doc/875","200",6743,3194.931
GET,"/doc/876","200",5663,3194.550
GET,"/doc/877","200",5663,3194.124
GET,"/doc/878","200",5663,3195.012
GET,"/doc/879","200",5663,3195.054
GET,"/doc/880","200",5663,3196.764
GET,"/doc/881","200",5663,3197.752
GET,"/doc/882","200",5663,3198.276
GET,"/doc/883","200",5663,5312.163
GET,"/doc/884","200",5663,5312.083
GET,"/doc/885","200",5663,5312.627
GET,"/doc/886","200",5663,5312.441
GET,"/doc/887","200",5663,5312.736
GET,"/doc/888","200",5663,5313.093
GET,"/doc/889","200",5663,5313.773
GET,"/doc/890","200",5663,5313.780
GET,"/doc/891","200",5663,5313.881
GET,"/doc/892","200",5663,5316.144
GET,"/doc/893","200",5663,5314.266
GET,"/doc/894","404",225,5310.871
GET,"/doc/895","404",225,5304.292
GET,"/doc/896","200",6743,4837.397
GET,"/doc/897","200",6743,5316.611
GET,"/doc/898","200",6549,3468.481
GET,"/doc/899","200",5663,5316.825
GET,"/doc/900","200",5663,5315.121
GET,"/doc/901","200",5754,5315.569
GET,"/doc/902","200",5663,5315.712
PUT,"/doc/1","200",265,2121.006
PUT,"/doc/1","200",265,2121.093
GET,"/doc/903","200",5658,5342.051
GET,"/doc/903","200",5658,5342.104
GET,"/doc/903","200",5658,5342.124
GET,"/doc/904","200",5663,5422.268
GET,"/doc/905","200",5663,5534.045
GET,"/doc/906","200",11187,6958.457
GET,"/doc/907","200",5663,6962.119
GET,"/doc/908","200",5663,6962.222
GET,"/doc/909","200",5663,6961.986
GET,"/doc/910","200",6529,6485.948
GET,"/doc/911","200",5663,6962.639
GET,"/doc/912","200",6743,6965.466
GET,"/doc/786","200",15249,6849.882
GET,"/doc/3","200",4048,0.407
GET,"/doc/3","200",1325,0.780
GET,"/doc/3","200",4048,0.350
GET,"/doc/3","200",4048,0.412
GET,"/doc/3","200",4048,0.387
GET,"/doc/854","404",225,6.754
GET,"/doc/913","404",225,5.059
GET,"/doc/569","404",225,5.929
GET,"/doc/4","200",795,0.073
GET,"/doc/4","200",795,0.074
GET,"/doc/4","200",795,0.071
GET,"/doc/914","200",6743,15.085
GET,"/doc/915","200",5663,15.837
GET,"/doc/4","200",795,0.095
GET,"/doc/916","200",1168,4.997
GET,"/doc/571","404",225,4.989
GET,"/doc/3","200",4049,0.353
GET,"/doc/4","200",795,0.071
GET,"/doc/3","200",4049,0.472
GET,"/doc/4","200",795,0.077
GET,"/doc/3","200",1318,0.803
PUT,"/doc/1","200",265,1505.115
PUT,"/doc/1","200",265,1507.203
PUT,"/doc/1","200",265,1504.926
GET,"/doc/858","200",5669,1509.452
GET,"/doc/917","200",6366,1509.577
GET,"/doc/442","200",10114,1509.775
GET,"/doc/898","200",6549,1509.900
GET,"/doc/918","200",5663,1509.513
GET,"/doc/919","200",5663,1509.588
GET,"/doc/920","200",5663,1510.012
GET,"/doc/921","200",5663,1510.359
GET,"/doc/855","200",6390,1511.092
GET,"/doc/922","200",12809,1511.247
GET,"/doc/923","200",5663,1511.211
GET,"/doc/567","200",12565,1509.148
GET,"/doc/924","200",5663,1511.542
GET,"/doc/925","200",5660,1511.077
GET,"/doc/926","200",5673,1512.453
GET,"/doc/853","404",225,4.926
GET,"/doc/894","404",225,5.188
GET,"/doc/913","404",225,5.439
GET,"/doc/3","200",4049,0.380
GET,"/doc/4","200",795,0.074
GET,"/doc/927","200",276,1821.263
GET,"/doc/928","200",5708,1615.729
GET,"/doc/445","200",10298,1688.967
GET,"/doc/860","200",10634,1515.786
GET,"/doc/929","200",5663,3341.002
GET,"/doc/930","200",10370,1413.056
GET,"/doc/856","200",6134,1828.986
GET,"/doc/445","200",10298,8.697
GET,"/doc/931","200",6743,1572.265
PUT,"/doc/1","200",265,2867.945
PUT,"/doc/1","200",265,8692.256
GET,"/doc/895","404",225,5.061
PUT,"/doc/1","200",265,4935.669
PUT,"/doc/1","200",265,4933.304
GET,"/doc/872","200",5704,18.833
GET,"/doc/932","200",5663,19.965
GET,"/doc/933","200",5663,19.443
GET,"/doc/934","200",5663,19.944
GET,"/doc/935","200",5663,23.289
GET,"/doc/936","200",5663,23.509
GET,"/doc/937","200",5663,23.549
GET,"/doc/938","200",5663,28.147
GET,"/doc/880","200",5663,1786.774
GET,"/doc/939","200",5663,1787.165
GET,"/doc/940","200",5663,1787.282
GET,"/doc/891","200",5663,1787.405
GET,"/doc/893","200",5663,1787.500
GET,"/doc/941","200",5663,1787.542
GET,"/doc/942","200",5663,1787.653
GET,"/doc/884","200",5663,1787.746
GET,"/doc/943","200",5663,1787.850
GET,"/doc/944","200",5663,1787.965
GET,"/doc/901","200",5754,1788.079
GET,"/doc/945","200",5663,1788.145
GET,"/doc/946","200",5663,1788.225
GET,"/doc/947","200",5663,1790.034
GET,"/doc/921","200",5663,1788.543
GET,"/doc/920","200",5663,1806.568
GET,"/doc/948","200",9427,1809.542
GET,"/doc/949","200",5663,1808.214
PUT,"/doc/1","200",265,5201.307
PUT,"/doc/1","200",265,5169.846
GET,"/doc/910","200",6529,1810.672
GET,"/doc/950","200",13010,1807.528
GET,"/doc/951","200",6743,1810.897
GET,"/doc/952","200",5663,1809.760
GET,"/doc/953","200",5663,1808.538
GET,"/doc/954","200",5663,1810.439
GET,"/doc/955","200",5663,1810.981
GET,"/doc/956","200",6568,3163.873
GET,"/doc/912","200",6743,3163.955
GET,"/doc/957","200",5663,3161.240
GET,"/doc/958","200",5663,3163.815
GET,"/doc/959","200",6743,3164.840
GET,"/doc/960","200",5663,3164.742
GET,"/doc/961","200",5663,3162.570
GET,"/doc/962","200",6442,3162.462
GET,"/doc/963","200",7728,3162.553
GET,"/doc/876","200",5663,3165.717
GET,"/doc/878","200",5663,3228.023
GET,"/doc/877","200",5663,3227.632
GET,"/doc/861","404",225,61.051
GET,"/doc/964","200",5663,4632.243
GET,"/doc/965","200",5663,4630.360
PUT,"/doc/1","200",265,1465.452
PUT,"/doc/1","200",265,1466.312
PUT,"/doc/1","200",265,1467.860
PUT,"/doc/1","200",265,1467.697
PUT,"/doc/1","200",265,1467.705
PUT,"/doc/1","200",265,1467.655
GET,"/doc/915","200",5663,1746.336
GET,"/doc/966","200",5663,1747.130
PUT,"/doc/1","200",265,1748.053
PUT,"/doc/1","200",265,1734.770
GET,"/doc/887","200",5663,1750.064
GET,"/doc/919","200",5663,1750.721
PUT,"/doc/1","200",265,14.514
GET,"/doc/967","200",2068,1495.877
PUT,"/doc/1","200",265,3231.882
GET,"/doc/968","200",2068,1496.783
PUT,"/doc/1","200",265,1496.848
PUT,"/doc/1","200",265,1.516
GET,"/doc/969","200",5663,1499.743
GET,"/doc/970","200",2068,1333.542
PUT,"/doc/1","200",265,1359.727
GET,"/doc/3","200",4049,0.510
GET,"/doc/4","200",795,0.076
GET,"/doc/3","200",4049,0.340
GET,"/doc/4","200",795,0.101
GET,"/doc/971","200",15015,416.712
PUT,"/doc/1","200",265,1097.858
GET,"/doc/3","200",4049,0.378
GET,"/doc/4","200",795,0.083
PUT,"/doc/1","200",265,1134.826
PUT,"/doc/1","200",265,833.758
